#;Ano Letivo de Previsão de Conclusão;Ano de Conclusão;Ano de Conclusão do Ensino Anterior;Data de Ingresso;Ano de Ingresso;Data da defesa do TCC;Data de Conclusão de Curso;Data de Expedisão do Diploma;Data de Matrícula;Data de Nascimento;Data previsa de defesa do TCC;Deficiência;Descrição do Curso;Estado;Estado Civil;Etnia/Raça;Forma de Ingresso;I.R.A.;Município de Redsidência;Município de Redsidência (Código IBGE);Média Geral no Período;Nacionalidade;Naturalidade;Naturalidade (Código IBGE);Nível de Ensino;Percentual de Progresso;Período de Ingresso;Renda Per Capita;Sexo;Situação no Curso;Situação no Período;Tipo de Escola de Origem;Transporte Escolar: Poder Público;Transporte Escolar: Tipo de Veículo;Transtorno;Zona Residencial;Prática Profissional Pendente;Colação de Grau Pendente;Atividades Complementares Pendente;Carga Horária de TCC Pendente;Carga Horária de Prática Profissional Pendente;Registro de TCC Pendente;Carga Horária de Seminário Pendente;Carga Horária Eletiva Pendente;Carga Horária Optativa Pendente;Carga Horária Obrigatória Pendente;Registro do ENADE;Dias Para Formar;Dias Para Defesa TCC;Idade;Minimo Previsto Para Formar;Maximo Previsto Para Formar;Diferença Dias P/F e D/TCC;Cotista;codigo da cota
57;2027;;2023.0;03/02/2025;2025;;;;15/05/2025;18/09/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;75.14;AraguaínaTO;1702109;0;Brasileira;Alto Alegre do PindaréMA;2100477;Graduação;15.0;1;1.5;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Sim;LI_EP
58;2026;;2022.0;25/01/2024;2024;;;;16/05/2025;30/05/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);0.0;AraguaínaTO;1702109;0;Brasileira;Astolfo DutraMG;3104601;Graduação;0.0;1;1.24;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Não;AC
255;2025;2023.0;2020.0;03/02/2020;2020;20/12/2022;02/10/2023;26/06/2024;29/11/2025;29/11/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;87.69;AraguaínaTO;1702109;0;Brasileira;AçailândiaMA;2100055;Graduação;100.0;1;;M;Formado;Matrícula Vínculo Institucional;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1337.0;1051.0;22;1096;2192;286.0;Não;AC
60;2026;;2019.0;22/02/2021;2021;;;;18/05/2025;29/08/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;NazaréTO;1714302;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;23;1096;2192;;Não;AC
61;2026;;2022.0;25/01/2024;2024;;;;19/05/2025;01/07/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);71.32;AraguaínaTO;1702109;0;Brasileira;Novo RepartimentoPA;1505064;Graduação;36.0;1;0.19;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Sim;R2
62;2027;;2011.0;14/01/2022;2022;;;;20/05/2025;07/09/1990;;Baixa Visão;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);71.5;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;58.0;1;0.24;F;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;35;1096;2192;;Não;AC
63;2025;;2022.0;30/01/2023;2023;;;;21/05/2025;07/10/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, independente de renda (R8);91.23;Colinas do TocantinsTO;1705508;0;Brasileira;Itaporã do TocantinsTO;1711100;Graduação;76.0;1;1.42;M;Matriculado;Matriculado;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Sim;R8
64;2025;;2022.0;30/01/2023;2023;;;;22/05/2025;11/04/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);83.81;CarmolândiaTO;1703883;0;Brasileira;AraguaínaTO;1702109;Graduação;72.0;1;0.5;F;Matriculado;Matriculado;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;20;1096;2192;;Sim;R6
65;2027;;2021.0;14/01/2022;2022;;;;23/05/2025;28/10/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, baixa renda (R4);48.7;AraguaínaTO;1702109;0;Brasileira;BrasíliaDF;5300108;Graduação;36.0;1;0.0;F;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Sim;R4
66;2020;;2014.0;30/01/2015;2015;;;;24/05/2025;24/01/1998;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Amarela;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;66.62;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;27;1096;2192;;Não;AC
292;2025;2022.0;2007.0;03/02/2020;2020;20/12/2022;16/03/2023;;05/01/2026;06/02/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Ampla Concorrência (Inativa);89.48;AraguaínaTO;1702109;0;Brasileira;São GonçaloRJ;3304904;Graduação;100.0;1;;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1137.0;1051.0;36;1096;2192;86.0;Não;AC
68;2024;;2008.0;28/01/2019;2019;;;;26/05/2025;04/10/1991;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;72.53;AraguaínaTO;1702109;0;Brasileira;Palmeira dos ÍndiosAL;2706307;Graduação;74.67;1;1.43;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;34;1096;2192;;Não;AC
302;2025;2022.0;2013.0;03/02/2020;2020;20/12/2022;16/03/2023;;15/01/2026;06/04/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;88.39;AraguaínaTO;1702109;0;Brasileira;RecifePE;2611606;Graduação;100.0;1;2.95;M;Formado;Período Fechado;Privada;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1137.0;1051.0;30;1096;2192;86.0;Não;AC
70;2026;;2014.0;22/02/2021;2021;;;;28/05/2025;05/01/1998;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;27;1096;2192;;Não;AC
71;2021;;1999.0;23/03/2016;2016;;;;29/05/2025;23/05/1982;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;São PauloSP;3550308;Graduação;12.67;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;43;1096;2192;;Não;AC
72;2020;;2011.0;30/01/2015;2015;;;;30/05/2025;10/10/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;Santa Fé do AraguaiaTO;1718865;0;Brasileira;Santa Fé do AraguaiaTO;1718865;Graduação;28.52;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;31;1096;2192;;Não;AC
73;2024;;2016.0;28/01/2019;2019;;;;31/05/2025;01/08/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;11.1;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Sim;R2
320;2025;2022.0;2016.0;03/02/2020;2020;20/12/2022;03/02/2023;;02/02/2026;24/07/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);89.06;AraguaínaTO;1702109;0;Brasileira;ImperatrizMA;2105302;Graduação;100.0;1;;M;Formado;Período Fechado;Privada;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;1096.0;1051.0;23;1096;2192;45.0;Não;AC
80;2024;;2015.0;28/01/2019;2019;;;;07/06/2025;16/07/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Escola pública, baixa renda;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;63.48;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;25;1096;2192;;Sim;LB_EP
76;2024;;2013.0;28/01/2019;2019;;;;03/06/2025;16/10/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;CarolinaMA;2102804;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Não;AC
77;2027;;2024.0;03/02/2025;2025;;;;04/06/2025;24/09/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);70.24;AraguaínaTO;1702109;0;Brasileira;ImperatrizMA;2105302;Graduação;15.0;1;0.77;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Não;AC
78;2025;;2022.0;30/01/2023;2023;;;;05/06/2025;17/01/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);0.0;AraguaínaTO;1702109;0;Brasileira;XambioáTO;1722107;Graduação;0.0;1;;F;Cancelado;Cancelada;Pública;;;;Urbana;;;;;;;;;;;;;;20;1096;2192;;Não;AC
79;2027;;2024.0;03/02/2025;2025;;;;06/06/2025;06/01/2007;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;MA;Solteiro;Parda;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;0.0;ImperatrizMA;2105302;0;Brasileira;ImperatrizMA;2105302;Graduação;;1;0.59;M;Cancelado;Cancelada;Pública;;;;Rural;;;;;;;;;;;;;;18;1096;2192;;Sim;LI_EP
317;2025;2024.0;2019.0;03/02/2020;2020;21/12/2024;20/05/2025;03/06/2025;30/01/2026;20/03/2003;21/12/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Escola pública, baixa renda;86.31;Santa Fé do AraguaiaTO;1718865;90;Brasileira;Zé DocaMA;2114007;Graduação;100.0;1;0.32;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1933.0;1783.0;22;1096;2192;150.0;Sim;LB_EP
135;2027;2025.0;2021.0;14/01/2022;2022;16/12/2024;27/08/2025;02/10/2025;01/08/2025;11/04/2004;16/12/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, baixa renda (R4);80.85;AraguaínaTO;1702109;78;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;0.55;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1321.0;1067.0;21;1096;2192;254.0;Sim;R4
82;2026;;2018.0;22/02/2021;2021;;;;09/06/2025;14/08/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);45.12;AraguaínaTO;1702109;0;Brasileira;ImperatrizMA;2105302;Graduação;35.0;1;0.28;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;26;1096;2192;;Sim;R2
83;2022;;2013.0;02/03/2017;2017;;;;10/06/2025;07/07/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;CastanhalPA;1502400;Graduação;38.0;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Rural;;;;;;;;;;;;;;30;1096;2192;;Não;AC
84;2026;;2019.0;22/02/2021;2021;;;;11/06/2025;16/11/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;Barra do OuroTO;1703073;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Rural;;;;;;;;;;;;;;23;1096;2192;;Não;AC
85;2020;;2008.0;30/01/2015;2015;;;;12/06/2025;04/05/1988;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;19.05;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;37;1096;2192;;Sim;R2
86;2027;;2018.0;14/01/2022;2022;;;;13/06/2025;30/04/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);42.13;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;26.0;1;0.76;M;Cancelamento Compulsório;Cancelamento Compulsório;Pública;;;;Urbana;Não;Sim;Sim;Não;Não;Sim;;Não;Não;Sim;Sim;;;22;1096;2192;;Sim;R2
408;2027;2024.0;2020.0;14/01/2022;2022;16/12/2024;27/08/2025;07/10/2025;01/05/2026;31/05/2003;16/12/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);84.97;AraguaínaTO;1702109;93,16;Brasileira;ImperatrizMA;2105302;Graduação;100.0;1;0.35;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;1321.0;1067.0;22;1096;2192;254.0;Não;AC
88;2024;;2017.0;28/01/2019;2019;;;;15/06/2025;22/07/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Escola pública, baixa renda (R4);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;26;1096;2192;;Sim;R4
89;2026;;2018.0;25/01/2024;2024;;;;16/06/2025;26/07/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);34.76;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;7.0;1;0.23;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;Estadual;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;24;1096;2192;;Sim;R2
90;2023;;2014.0;01/02/2018;2018;;;;17/06/2025;10/08/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Não;AC
14;2023;;2014.0;01/02/2018;2018;18/01/2021;11/03/2022;;02/04/2025;31/08/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;GuaraíTO;1709302;Graduação;100.0;1;;M;Concluído;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;1499.0;1082.0;26;1096;2192;417.0;Não;AC
92;2027;;2023.0;03/02/2025;2025;;;;19/06/2025;25/04/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);70.86;CarmolândiaTO;1703883;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;1.24;M;Matriculado;Matriculado;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Não;AC
226;2028;;2018.0;03/02/2025;2025;;;;31/10/2025;10/02/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;PS/Portador de Diploma;0.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;2;;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;31;1096;2192;;Sim;Diploma
94;2022;;2000.0;02/03/2017;2017;;;;21/06/2025;25/07/1977;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;12.67;1;;M;Cancelamento por Desligamento;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;48;1096;2192;;Não;AC
25;2023;;2017.0;01/02/2018;2018;18/01/2021;01/09/2022;;13/04/2025;10/07/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;F;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;1673.0;1082.0;25;1096;2192;591.0;Não;AC
96;2023;;2017.0;01/02/2018;2018;;;;23/06/2025;05/07/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;52.43;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;25;1096;2192;;Não;AC
97;2026;;2018.0;22/02/2021;2021;;;;24/06/2025;25/02/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.86;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Não;AC
98;2020;;2008.0;30/01/2015;2015;;;;25/06/2025;17/11/1991;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Preta;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.86;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;33;1096;2192;;Não;AC
99;2020;;2013.0;30/01/2015;2015;;;;26/06/2025;26/09/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;29;1096;2192;;Não;AC
230;2027;;2006.0;14/01/2022;2022;;;;04/11/2025;15/10/1988;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Portador de Diploma;77.95;AraguaínaTO;1702109;0;Brasileira;São Bernardo do CampoSP;3548708;Graduação;25.0;1;5.68;M;Cancelamento Compulsório;Cancelamento Compulsório;Pública;;;;Urbana;Não;Sim;Sim;Não;Não;Sim;;Não;Não;Sim;Sim;;;36;1096;2192;;Sim;Diploma
280;2025;;2021.0;30/01/2023;2023;;;;24/12/2025;17/09/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Portador de Diploma;85.04;AraguaínaTO;1702109;0;Brasileira;TocantinópolisTO;1721208;Graduação;64.0;1;1.89;M;Matriculado;Matriculado;Privada;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;29;1096;2192;;Sim;Diploma
102;2025;;2014.0;03/02/2020;2020;;;;29/06/2025;13/04/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);1.0;AraguaínaTO;1702109;0;Brasileira;ItaitubaPA;1503606;Graduação;1.57;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;31;1096;2192;;Sim;R2
59;2023;;2014.0;01/02/2018;2018;18/01/2021;25/03/2021;;17/05/2025;02/01/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;1148.0;1082.0;24;1096;2192;66.0;Não;AC
104;2020;;2008.0;30/01/2015;2015;;;;01/07/2025;10/11/1988;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;17.43;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;36;1096;2192;;Não;AC
105;2025;;2018.0;03/02/2020;2020;;;;02/07/2025;29/08/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;34.48;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;20.0;1;0.35;M;Cancelamento Compulsório;Cancelamento Compulsório;Pública;Municipal;Bicicleta;;Urbana;Não;Sim;Sim;Não;Não;Sim;;Não;Não;Sim;Sim;;;26;1096;2192;;Não;AC
106;2020;;2005.0;30/01/2015;2015;;;;03/07/2025;02/07/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Não declarado;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;CarolinaMA;2102804;Graduação;33.29;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;36;1096;2192;;Não;AC
107;2023;;2008.0;01/02/2018;2018;;;;04/07/2025;09/06/1991;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Preta;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;34;1096;2192;;Não;AC
108;2023;;1991.0;01/02/2018;2018;;;;05/07/2025;09/07/1972;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;53;1096;2192;;Sim;R6
415;2024;;2014.0;28/01/2019;2019;;;;08/05/2026;21/04/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;SISU/Escola pública, baixa renda;1.0;AraguaínaTO;1702109;0;Brasileira;ImperatrizMA;2105302;Graduação;28.57;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;31;1096;2192;;Sim;LB_EP
110;2023;;2017.0;01/02/2018;2018;;;;07/07/2025;23/08/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;42.86;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;25;1096;2192;;Sim;R2
111;2025;;;30/01/2023;2023;;;;08/07/2025;22/11/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);89.43;AraguaínaTO;1702109;0;Brasileira;Nova LimaMG;3144805;Graduação;76.0;1;1.75;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Não;AC
112;2025;;;30/01/2023;2023;;;;09/07/2025;09/05/2005;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);83.45;Colinas do TocantinsTO;1705508;0;Brasileira;AraguaínaTO;1702109;Graduação;15.86;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;20;1096;2192;;Não;AC
