#;Ano Letivo de Previsão de Conclusão;Ano de Conclusão;Ano de Conclusão do Ensino Anterior;Data de Ingresso;Ano de Ingresso;Data da defesa do TCC;Data de Conclusão de Curso;Data de Expedisão do Diploma;Data de Matrícula;Data de Nascimento;Data previsa de defesa do TCC;Deficiência;Descrição do Curso;Estado;Estado Civil;Etnia/Raça;Forma de Ingresso;I.R.A.;Município de Redsidência;Município de Redsidência (Código IBGE);Média Geral no Período;Nacionalidade;Naturalidade;Naturalidade (Código IBGE);Nível de Ensino;Percentual de Progresso;Período de Ingresso;Renda Per Capita;Sexo;Situação no Curso;Situação no Período;Tipo de Escola de Origem;Transporte Escolar: Poder Público;Transporte Escolar: Tipo de Veículo;Transtorno;Zona Residencial;Prática Profissional Pendente;Colação de Grau Pendente;Atividades Complementares Pendente;Carga Horária de TCC Pendente;Carga Horária de Prática Profissional Pendente;Registro de TCC Pendente;Carga Horária de Seminário Pendente;Carga Horária Eletiva Pendente;Carga Horária Optativa Pendente;Carga Horária Obrigatória Pendente;Registro do ENADE;Dias Para Formar;Dias Para Defesa TCC;Idade;Minimo Previsto Para Formar;Maximo Previsto Para Formar;Diferença Dias P/F e D/TCC;Cotista;codigo da cota
368;2024;;2018.0;28/01/2019;2019;;;;22/03/2026;05/02/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;ParauapebasPA;1505536;Graduação;15.86;1;;M;Cancelamento por Desligamento;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Não;AC
369;2022;;1985.0;02/03/2017;2017;;;;23/03/2026;03/01/1967;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;31.67;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;58;1096;2192;;Não;AC
370;2027;;2018.0;14/01/2022;2022;;;;24/03/2026;07/09/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);87.47;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;87.0;1;1.24;F;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;22;1096;2192;;Não;AC
371;2023;;2016.0;01/02/2018;2018;;;;25/03/2026;19/02/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;26;1096;2192;;Não;AC
372;2026;;2020.0;22/02/2021;2021;;;;26/03/2026;13/08/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Escola pública, baixa renda (R4);79.13;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;60.0;1;0.34;M;Matriculado;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;23;1096;2192;;Sim;R4
373;2025;;;30/01/2023;2023;;;;27/03/2026;06/08/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);68.59;AraguaínaTO;1702109;0;Brasileira;BrasíliaDF;5300108;Graduação;44.0;1;0.5;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;24;1096;2192;;Sim;R2
374;2026;;2020.0;22/02/2021;2021;;;;28/03/2026;05/03/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);85.21;AraguaínaTO;1702109;0;Brasileira;NazaréTO;1714302;Graduação;92.0;1;0.0;M;Matriculado;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;;;22;1096;2192;;Não;AC
238;2020;;2011.0;30/01/2015;2015;18/01/2021;25/03/2021;;12/11/2025;19/07/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;Lago da PedraMA;2105708;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;2246.0;2180.0;31;1096;2192;66.0;Não;AC
376;2027;;2012.0;03/02/2025;2025;;;;30/03/2026;05/10/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;61.83;AraguaínaTO;1702109;0;Brasileira;São PauloSP;3550308;Graduação;12.0;1;1.2;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;31;1096;2192;;Sim;LI_EP
377;2027;;2021.0;03/02/2025;2025;;;;31/03/2026;05/06/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);82.54;AragominasTO;1701309;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;2.36;M;Matriculado;Matriculado;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;21;1096;2192;;Não;AC
122;2025;;2019.0;03/02/2020;2020;;;;19/07/2025;28/10/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;SISU/Escola Pública, Preto, Pardo ou Indígena, independente de renda;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;1.57;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;23;1096;2192;;Sim;LI_PPI
379;2021;;2015.0;23/03/2016;2016;;;;02/04/2026;07/09/1998;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;23.71;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Rural;;;;;;;;;;;;;;27;1096;2192;;Não;AC
380;2026;;2011.0;25/01/2024;2024;;;;03/04/2026;22/10/1994;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);44.87;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;7.0;1;0.46;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;30;1096;2192;;Não;AC
381;2024;;2017.0;28/01/2019;2019;;;;04/04/2026;17/03/2001;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Não;AC
382;2025;;;30/01/2023;2023;;;;05/04/2026;18/09/2004;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, baixa renda (R4);0.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;1.07;F;Cancelado;Cancelada;Pública;;;;Urbana;;;;;;;;;;;;;;21;1096;2192;;Sim;R4
383;2026;;2023.0;25/01/2024;2024;;;;06/04/2026;04/08/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);76.6;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;41.0;1;1.42;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Não;AC
384;2020;;2013.0;30/01/2015;2015;;;;07/04/2026;01/11/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;76.19;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Não;AC
385;2027;;2012.0;14/01/2022;2022;;;;08/04/2026;26/12/1993;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraripinaPE;2601102;Graduação;4.72;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Privada;;;;Urbana;;;;;;;;;;;;;;31;1096;2192;;Não;AC
386;2027;;2013.0;14/01/2022;2022;;;;09/04/2026;10/09/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;MA;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;ArameMA;2100956;0;Brasileira;Bom Jesus das SelvasMA;2102036;Graduação;0.0;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;;;;;;;;;;;;;;29;1096;2192;;Não;AC
387;2027;;2024.0;03/02/2025;2025;;;;10/04/2026;21/10/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Ampla Concorrência (AC);84.58;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;2.09;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;18;1096;2192;;Não;AC
388;2020;;2014.0;30/01/2015;2015;;;;11/04/2026;23/12/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;BabaçulândiaTO;1703008;0;Brasileira;BabaçulândiaTO;1703008;Graduação;15.86;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Não;AC
389;2021;;2007.0;23/03/2016;2016;;;;12/04/2026;23/11/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;42.81;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;35;1096;2192;;Não;AC
390;2025;;2019.0;03/02/2020;2020;;;;13/04/2026;14/04/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;23;1096;2192;;Não;AC
391;2022;;2011.0;02/03/2017;2017;;;;14/04/2026;04/10/1992;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Não declarado;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;São José do Rio PretoSP;3549805;Graduação;85.71;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;33;1096;2192;;Não;AC
392;2027;;2024.0;03/02/2025;2025;;;;15/04/2026;01/09/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);77.8;AraguaínaTO;1702109;0;Brasileira;Ourilândia do NortePA;1505437;Graduação;15.0;1;3.07;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Não;AC
273;2020;;2014.0;30/01/2015;2015;18/01/2021;25/03/2021;;17/12/2025;24/04/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;F;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;2246.0;2180.0;28;1096;2192;66.0;Não;AC
394;2027;;2020.0;03/02/2025;2025;;;;17/04/2026;03/06/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;0.0;Nova OlindaTO;1714880;0;Brasileira;XinguaraPA;1508407;Graduação;;1;0.89;M;Cancelado;Cancelada;Pública;;;;Urbana;;;;;;;;;;;;;;23;1096;2192;;Sim;LI_EP
395;2020;;2007.0;30/01/2015;2015;;;;18/04/2026;11/06/1990;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;WanderlândiaTO;1722081;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;35;1096;2192;;Não;AC
396;2026;;2023.0;25/01/2024;2024;;;;19/04/2026;10/03/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/LB_PPI: Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas;90.6;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;46.0;1;0.67;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;19;1096;2192;;Sim;LB_PPI
397;2025;;2018.0;30/01/2023;2023;;;;20/04/2026;28/09/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Preta;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);0.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;F;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;28;1096;2192;;Sim;R6
398;2027;;2024.0;03/02/2025;2025;;;;21/04/2026;27/03/2007;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;72.37;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;12.0;1;0.73;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;18;1096;2192;;Sim;LI_EP
399;2027;;2018.0;14/01/2022;2022;;;;22/04/2026;03/07/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, baixa renda (R2);1.0;AraguaínaTO;1702109;0;Brasileira;NazaréTO;1714302;Graduação;0.0;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;;;;;;;;;;;;;;26;1096;2192;;Sim;R2
400;2026;;2023.0;25/01/2024;2024;;;;23/04/2026;14/11/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Escola pública, independente de renda (R8);0.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;;1;;M;Cancelado;Cancelada;Pública;;;;Urbana;;;;;;;;;;;;;;18;1096;2192;;Sim;R8
401;2027;;2023.0;03/02/2025;2025;;;;24/04/2026;27/11/2006;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/LI_EP: Candidatos que, independentemente da renda, tenham cursado integralmente o ensino médio em escolas públicas;75.45;CarmolândiaTO;1703883;0;Brasileira;AraguaínaTO;1702109;Graduação;15.0;1;1.18;M;Matriculado;Matriculado;Pública;Municipal;Ônibus;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;18;1096;2192;;Sim;LI_EP
402;2024;;2014.0;28/01/2019;2019;;;;25/04/2026;09/02/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;PA;Solteiro;Parda;PS/Ampla Concorrência (Inativa);35.9;ParauapebasPA;1505536;0;Brasileira;AraguaínaTO;1702109;Graduação;11.1;1;0.33;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Privada;;;;Urbana;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;28;1096;2192;;Não;AC
403;2022;;2015.0;02/03/2017;2017;;;;26/04/2026;10/11/1998;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;19.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;26;1096;2192;;Não;AC
404;2020;;1999.0;30/01/2015;2015;;;;27/04/2026;10/07/1981;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;47.57;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;44;1096;2192;;Não;AC
405;2026;;2011.0;22/02/2021;2021;;;;28/04/2026;27/10/1983;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;PS/Ampla Concorrência (Inativa);71.55;AraguaínaTO;1702109;0;Brasileira;ItaueiraPI;2205102;Graduação;9.0;1;;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;Não;Sim;Sim;Não;Não;Sim;;Não;Não;Sim;Sim;;;41;1096;2192;;Não;AC
406;2027;;2015.0;03/02/2025;2025;;;;29/04/2026;12/08/1996;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);11.34;AraguaínaTO;1702109;0;Brasileira;TanabiSP;3553401;Graduação;0.0;1;0.72;F;Matriculado;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;29;1096;2192;;Não;AC
407;2026;;2019.0;25/01/2024;2024;;;;30/04/2026;19/10/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);0.0;AraguaínaTO;1702109;0;Brasileira;AltamiraPA;1500602;Graduação;;1;;M;Cancelado;Cancelada;Pública;;;;Urbana;;;;;;;;;;;;;;24;1096;2192;;Sim;R6
306;2020;;2014.0;30/01/2015;2015;18/01/2021;25/03/2021;;19/01/2026;27/09/1995;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Preta;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;2246.0;2180.0;30;1096;2192;66.0;Não;AC
409;2026;;2021.0;25/01/2024;2024;;;;02/05/2026;12/09/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Ampla Concorrência (AC);37.11;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;18.0;1;1.03;M;Matriculado;Matriculado;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;23;1096;2192;;Não;AC
410;2026;;2017.0;22/02/2021;2021;;;;03/05/2026;09/12/1999;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;Nova OlindaTO;1714880;Graduação;1.57;1;;F;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;;;;Urbana;;;;;;;;;;;;;;25;1096;2192;;Não;AC
411;2022;;2010.0;02/03/2017;2017;;;;04/05/2026;18/08/1993;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;Processo Seletivo/Escola Pública, Preto, Pardo ou Indígena, Independente de renda (R6);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;47.57;1;;F;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;32;1096;2192;;Sim;R6
447;2020;;2007.0;30/01/2015;2015;18/01/2021;25/03/2021;;09/06/2026;27/12/1989;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;JoinvilleSC;4209102;Graduação;100.0;1;;M;Concluído;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;2246.0;2180.0;35;1096;2192;66.0;Não;AC
413;2025;;2009.0;03/02/2020;2020;;;;06/05/2026;03/02/1991;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;ArapoemaTO;1702307;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;34;1096;2192;;Não;AC
414;2022;;2015.0;02/03/2017;2017;;;;07/05/2026;14/08/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;ImperatrizMA;2105302;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Não;AC
174;2025;;2017.0;03/02/2020;2020;;;;09/09/2025;09/01/2000;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Escola Pública, Preto, Pardo ou Indígena, independente de renda;77.54;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;90.0;1;1.44;M;Matrícula Vínculo Institucional;Em Aberto;Pública;;;;Urbana;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Sim;;;25;1096;2192;;Sim;LI_PPI
416;2025;;2019.0;03/02/2020;2020;;;;09/05/2026;22/06/2002;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.86;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;23;1096;2192;;Não;AC
417;2023;;2001.0;01/02/2018;2018;;;;10/05/2026;26/03/1983;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Divorciado;Amarela;SISU/Ampla concorrência;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;42;1096;2192;;Não;AC
223;2023;2024.0;2018.0;01/02/2018;2018;21/06/2024;09/10/2024;21/10/2024;28/10/2025;24/07/2000;21/06/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;Processo Seletivo/Escola pública, baixa renda (R4);78.9;AraguaínaTO;1702109;94;Brasileira;Barra do CordaMA;2101608;Graduação;100.0;1;0.27;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;2442.0;2332.0;25;1096;2192;110.0;Sim;R4
312;2024;;2014.0;28/01/2019;2019;;;;25/01/2026;14/02/1997;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Casado;Parda;PS/Transferência Externa;1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;15.9;2;;M;Cancelamento por Desligamento;Período Fechado;Pública;;;;Urbana;;;;;;;;;;;;;;28;1096;2192;;Não;Trans_Ex
334;2023;2024.0;2017.0;01/02/2018;2018;21/06/2024;09/10/2024;21/10/2024;16/02/2026;04/06/2001;21/06/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;SISU/Ampla concorrência;73.61;AraguaínaTO;1702109;94;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;0.76;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;2442.0;2332.0;24;1096;2192;110.0;Não;AC
421;2026;;2020.0;22/02/2021;2021;;;;14/05/2026;12/10/1991;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Preta;PS/Ampla Concorrência (Inativa);1.0;AraguaínaTO;1702109;0;Brasileira;AraguaínaTO;1702109;Graduação;0.0;1;;M;Cancelamento por Desligamento;Período Fechado;Privada;;;;Urbana;;;;;;;;;;;;;;34;1096;2192;;Não;AC
422;2027;;2021.0;14/01/2022;2022;;;;15/05/2026;09/08/2003;;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Parda;Processo Seletivo/Escola pública, baixa renda (R4);54.3;WanderlândiaTO;1722081;0;Brasileira;AraguaínaTO;1702109;Graduação;15.82;1;0.57;M;Cancelamento por Desligamento;Cancelamento por Desligamento;Pública;Estadual;Ônibus;;Rural;Não;Sim;Sim;;Não;Sim;;Não;Não;Sim;Sim;;;22;1096;2192;;Sim;R4
67;2024;2024.0;2016.0;28/01/2019;2019;21/06/2024;09/10/2024;21/10/2024;25/05/2025;25/04/1998;21/06/2024;;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas;TO;Solteiro;Branca;PS/Transferência Externa;77.07;AraguaínaTO;1702109;100;Brasileira;AraguaínaTO;1702109;Graduação;100.0;1;0.76;M;Formado;Período Fechado;Pública;;;;Urbana;Não;Não;Não;Não;Não;Não;;Não;Não;Não;Não;2081.0;1971.0;27;1096;2192;110.0;Não;Trans_Ex
